gene	ontology	GO_id	GO_name
fig|657315.3.peg.1	BP	GO:0009372	quorum sensing
fig|657315.3.peg.1	MF	GO:0008233	peptidase activity
fig|657315.3.peg.1	CC	GO:0016021	integral component of membrane
fig|657315.3.peg.1809|ROI_07160	BP	0030030	cell projection organization	3.776422231273186	0.586867434263	5
fig|657315.3.peg.1809|ROI_07160	CC	0005622	intracellular	0.4804431345194196	0.405343935847	5
fig|657315.3.peg.1809|ROI_07160	BP	0022607	cellular component assembly	2.69351377945609	0.543001193352	6
fig|657315.3.peg.1809|ROI_07160	CC	0044464	cell part	0.33105007706960554	0.388243653361	6
fig|657315.3.peg.1809|ROI_07160	BP	0006996	organelle organization	2.5505027448390423	0.536588661624	7
fig|657315.3.peg.1809|ROI_07160	CC	0005623	cell	0.3165625884655114	0.386395175593	7
fig|657315.3.peg.1809|ROI_07160	BP	0044085	cellular component biogenesis	2.2557266896416337	0.522776995639	8
fig|657315.3.peg.1809|ROI_07160	BP	0016043	cellular component organization	1.9751082235054669	0.508761965296	9
fig|657315.3.peg.1809|ROI_07160	BP	0071840	cellular component organization or biogenesis	1.8432260515961696	0.501831449989	10
fig|657315.3.peg.1809|ROI_07160	BP	0009987	cellular process	0.3226308716180924	0.387174478304	11
fig|657315.3.peg.1810|ROI_07170	BP	0044780	bacterial-type flagellum assembly	9.165146725463908	0.744278383248	1
fig|657315.3.peg.1810|ROI_07170	BP	0044781	bacterial-type flagellum organization	8.542767345161131	0.729090746422	2
fig|657315.3.peg.1810|ROI_07170	BP	0030031	cell projection assembly	8.512501958664972	0.728338311882	3
fig|657315.3.peg.1810|ROI_07170	BP	0070925	organelle assembly	7.916914781291511	0.713249422972	4
fig|657315.3.peg.1810|ROI_07170	BP	0030030	cell projection organization	7.7840250635739405	0.709806050037	5
fig|657315.3.peg.1810|ROI_07170	BP	0022607	cellular component assembly	5.5519159363965915	0.646827557738	6
fig|657315.3.peg.1810|ROI_07170	BP	0006996	organelle organization	5.257139184843724	0.637621125373	7
fig|657315.3.peg.1810|ROI_07170	BP	0044085	cellular component biogenesis	4.649541818533205	0.617791801461	8
fig|657315.3.peg.1810|ROI_07170	BP	0016043	cellular component organization	4.071126313080264	0.59767050859	9
fig|657315.3.peg.1810|ROI_07170	BP	0071840	cellular component organization or biogenesis	3.7992885606490603	0.587720410387	10
fig|657315.3.peg.1810|ROI_07170	BP	0009987	cellular process	0.6650121827376418	0.423108101282	11
fig|657315.3.peg.1811|ROI_07180	CC	0009420	bacterial-type flagellum filament	4.087625597551384	0.598263577404	1
fig|657315.3.peg.1811|ROI_07180	BP	0071973	bacterial-type flagellum-dependent cell motility	3.1627199760250635	0.562924227685	1
fig|657315.3.peg.1811|ROI_07180	MF	0005198	structural molecule activity	1.483212051605997	0.481535005054	1
fig|657315.3.peg.1811|ROI_07180	BP	0097588	archaeal or bacterial-type flagellum-dependent cell motility	3.152420751775389	0.562503438314	2
fig|657315.3.peg.1811|ROI_07180	CC	0044461	bacterial-type flagellum part	2.9978111469791324	0.556102013365	2
fig|657315.3.peg.1811|ROI_07180	BP	0001539	cilium or flagellum-dependent cell motility	3.145606697797868	0.562224662574	3
fig|657315.3.peg.1811|ROI_07180	CC	0009288	bacterial-type flagellum	2.921072701008879	0.552863439286	3
fig|657315.3.peg.1811|ROI_07180	BP	0048870	cell motility	3.048050175033419	0.558199829906	4
fig|657315.3.peg.1811|ROI_07180	CC	0044463	cell projection part	2.8749577665844006	0.550896770067	4
fig|657315.3.peg.1811|ROI_07180	BP	0051674	localization of cell	3.0479237668398818	0.558194573301	5
fig|657315.3.peg.1811|ROI_07180	CC	0042995	cell projection	2.6719151678280753	0.542043831519	5
fig|657315.3.peg.1811|ROI_07180	BP	0006928	movement of cell or subcellular component	2.8849299229245116	0.551323382838	6
fig|657315.3.peg.1811|ROI_07180	CC	0005576	extracellular region	2.3193393009403103	0.525830557037	6
fig|657315.3.peg.1811|ROI_07180	BP	0040011	locomotion	2.5263112639798053	0.535486311186	7
fig|657315.3.peg.1811|ROI_07180	CC	0044422	organelle part	1.324927937052094	0.471833206437	7
fig|657315.3.peg.1811|ROI_07180	CC	0043228	non-membrane-bounded organelle	1.151027156089923	0.460479175672	8
fig|657315.3.peg.1811|ROI_07180	BP	0051179	localization	0.9594933303141896	0.446928816569	8
fig|657315.3.peg.1811|ROI_07180	CC	0043226	organelle	0.8113367258217657	0.435487784766	9
fig|657315.3.peg.1811|ROI_07180	BP	0009987	cellular process	0.26237500934781677	0.37907514919	9
fig|657315.3.peg.1811|ROI_07180	CC	0044464	cell part	0.3661381864707464	0.392559581327	10
fig|657315.3.peg.1811|ROI_07180	CC	0005623	cell	0.35011516405983983	0.390615609807	11
fig|657315.3.peg.1815	MF	0016740	transferase activity	2.3237467472374944	0.526040564791	1
fig|657315.3.peg.1815	MF	0003824	catalytic activity	0.6309056707750829	0.420031736713	2
fig|657315.3.peg.1816|ROI_07230	MF	0016740	transferase activity	2.3189453806946494	0.525811777658	1
fig|657315.3.peg.1816|ROI_07230	MF	0003824	catalytic activity	0.6296020823427583	0.419912524867	2
fig|657315.3.peg.1817|ROI_07240	MF	0016740	transferase activity	2.3235297898646796	0.526030231783	1
fig|657315.3.peg.1817|ROI_07240	MF	0016757	transferase activity, transferring glycosyl groups	1.5267396550794652	0.484111017548	2
fig|657315.3.peg.1817|ROI_07240	MF	0003824	catalytic activity	0.6308467660613967	0.420026352594	3
fig|657315.3.peg.1818|ROI_07250	MF	0016740	transferase activity	2.324868984762488	0.526094005792	1
fig|657315.3.peg.1818|ROI_07250	MF	0003824	catalytic activity	0.6312103623337979	0.420059582686	2
fig|657315.3.peg.1819|ROI_07260	MF	0016740	transferase activity	2.3253381170176697	0.526116342068	1
fig|657315.3.peg.1819|ROI_07260	MF	0003824	catalytic activity	0.6313377334427579	0.420071221228	2
fig|657315.3.peg.1820|ROI_07270	MF	0016740	transferase activity	2.3249139701280206	0.526096147728	1
fig|657315.3.peg.1820|ROI_07270	MF	0003824	catalytic activity	0.631222576023715	0.420060698764	2
fig|657315.3.peg.1821|ROI_07280	MF	0016740	transferase activity	2.3159686812075573	0.525669817723	1
fig|657315.3.peg.1821|ROI_07280	MF	0003824	catalytic activity	0.6287938976346646	0.419838555209	2
fig|657315.3.peg.1822|ROI_07290	MF	0016757	transferase activity, transferring glycosyl groups	5.901960913182116	0.657448179316	1
fig|657315.3.peg.1822|ROI_07290	MF	0016740	transferase activity	2.323286570444929	0.526018647421	2
fig|657315.3.peg.1822|ROI_07290	MF	0003824	catalytic activity	0.6307807311067073	0.420020316446	3
fig|657315.3.peg.1824|ROI_07310	MF	0016853	isomerase activity	5.2309109220299375	0.636789602676	1
fig|657315.3.peg.1824|ROI_07310	MF	0003824	catalytic activity	0.6313033528385324	0.420068079814	2
fig|657315.3.peg.1825	MF	0008483	transaminase activity	1.4956621563824846	0.48227563197	1
fig|657315.3.peg.1825	MF	0016769	transferase activity, transferring nitrogenous groups	1.4870894539696897	0.481765994594	2
fig|657315.3.peg.1825	MF	0016740	transferase activity	0.49434535042252664	0.406789680168	3
fig|657315.3.peg.1825	MF	0003824	catalytic activity	0.20023608109722807	0.369673727823	4
fig|657315.3.peg.1825	MF	0099620	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	0.11515648596722868	0.3539732057	5
fig|657315.3.peg.1825	MF	0047310	glutamine-scyllo-inositol transaminase activity	0.10829935046527704	0.352483674386	6
fig|657315.3.peg.1825	MF	0080100	L-glutamine:2-oxoglutarate aminotransferase activity	0.1082668129568014	0.352476495772	7
fig|657315.3.peg.1825	MF	0070548	L-glutamine aminotransferase activity	0.07049970136772812	0.343253184355	8
fig|657315.3.peg.1826|ROI_07330	MF	0016742	hydroxymethyl-, formyl- and related transferase activity	8.680854568311254	0.732506970605	1
fig|657315.3.peg.1826|ROI_07330	BP	0009058	biosynthetic process	1.811035279769187	0.50010248014	1
fig|657315.3.peg.1826|ROI_07330	MF	0016741	transferase activity, transferring one-carbon groups	5.0534491373622075	0.631107828186	2
fig|657315.3.peg.1826|ROI_07330	BP	0008152	metabolic process	0.5056945084233568	0.407954915374	2
fig|657315.3.peg.1826|ROI_07330	MF	0016740	transferase activity	2.322192745814192	0.525966541862	3
fig|657315.3.peg.1826|ROI_07330	MF	0003824	catalytic activity	0.6304837537518445	0.419993166318	4
fig|657315.3.peg.1827	MF	0016755	transferase activity, transferring amino-acyl groups	3.2911871737300946	0.568116458922	1
fig|657315.3.peg.1827	BP	0044038	cell wall macromolecule biosynthetic process	2.2644159283488983	0.523196616894	1
fig|657315.3.peg.1827	CC	0016021	integral component of membrane	0.0603148989733146	0.340359801285	1
fig|657315.3.peg.1827	BP	0070589	cellular component macromolecule biosynthetic process	2.2644159283488983	0.523196616894	2
fig|657315.3.peg.1827	MF	0016740	transferase activity	2.1567366392086256	0.517938281821	2
fig|657315.3.peg.1827	CC	0031224	intrinsic component of membrane	0.06017303880914391	0.340317840812	2
fig|657315.3.peg.1827	BP	0042546	cell wall biogenesis	2.248550722384313	0.522429843664	3
fig|657315.3.peg.1827	MF	0016746	transferase activity, transferring acyl groups	1.7935800085413396	0.499158527875	3
fig|657315.3.peg.1827	CC	0044425	membrane part	0.05824538140035436	0.339742684056	3
fig|657315.3.peg.1827	BP	0044036	cell wall macromolecule metabolic process	2.19559160977097	0.519850518783	4
fig|657315.3.peg.1827	MF	0140096	catalytic activity, acting on a protein	1.1776310905351404	0.462269170167	4
fig|657315.3.peg.1827	CC	0016020	membrane	0.050304673677354445	0.337266477355	4
fig|657315.3.peg.1827	BP	0071554	cell wall organization or biogenesis	2.1069361462249487	0.515461996214	5
fig|657315.3.peg.1827	MF	0003824	catalytic activity	0.5855618206513828	0.415809960342	5
fig|657315.3.peg.1827	BP	0044085	cellular component biogenesis	1.4755757249173205	0.481079199543	6
fig|657315.3.peg.1827	BP	0071840	cellular component organization or biogenesis	1.2057398752074013	0.464138583845	7
fig|657315.3.peg.1827	BP	0034645	cellular macromolecule biosynthetic process	0.8779527468205973	0.440751140676	8
fig|657315.3.peg.1827	BP	0009059	macromolecule biosynthetic process	0.8671705410181061	0.43991313251	9
fig|657315.3.peg.1827	BP	0044260	cellular macromolecule metabolic process	0.6261246674179434	0.419593913712	10
fig|657315.3.peg.1827	BP	0044249	cellular biosynthetic process	0.603507553415784	0.417499706954	11
fig|657315.3.peg.1827	BP	1901576	organic substance biosynthetic process	0.5941828924343234	0.416624893069	12
fig|657315.3.peg.1827	BP	0009058	biosynthetic process	0.5754842817408209	0.414849707813	13
fig|657315.3.peg.1827	BP	0043170	macromolecule metabolic process	0.4997041382679431	0.407341523446	14
fig|657315.3.peg.1827	BP	0044237	cellular metabolic process	0.29371609540587706	0.383391982998	15
fig|657315.3.peg.1827	BP	0071704	organic substance metabolic process	0.2697146653372159	0.380108256033	16
fig|657315.3.peg.1827	BP	0009987	cellular process	0.2110478563093147	0.371404800401	17
fig|657315.3.peg.1827	BP	0008152	metabolic process	0.16069219866185203	0.362905498469	18
fig|657315.3.peg.1828|ROI_07350	MF	0016740	transferase activity	2.3246800243093606	0.52608500839	1
fig|657315.3.peg.1828|ROI_07350	MF	0003824	catalytic activity	0.6311590588853597	0.420054894499	2
fig|657315.3.peg.1829|ROI_07360	MF	0016740	transferase activity	2.324090217763644	0.526056922243	1
fig|657315.3.peg.1829|ROI_07360	MF	0003824	catalytic activity	0.6309989242687992	0.420040259928	2
fig|657315.3.peg.1832|ROI_07390	MF	0016740	transferase activity	2.3238065692781054	0.526043413845	1
fig|657315.3.peg.1832|ROI_07390	MF	0003824	catalytic activity	0.6309219126761004	0.420033221241	2
fig|657315.3.peg.1833	MF	0016772	transferase activity, transferring phosphorus-containing groups	3.6295570626233657	0.581326276289	1
fig|657315.3.peg.1833	BP	0016310	phosphorylation	2.5965869111016753	0.538674241553	1
fig|657315.3.peg.1833	MF	0016301	kinase activity	3.2052341279463583	0.564653994639	2
fig|657315.3.peg.1833	BP	0006796	phosphate-containing compound metabolic process	2.0857527501117996	0.514399806058	2
fig|657315.3.peg.1833	MF	0016779	nucleotidyltransferase activity	2.7932396172568437	0.547372583083	3
fig|657315.3.peg.1833	BP	0006793	phosphorus metabolic process	2.066444111126636	0.513426912143	3
fig|657315.3.peg.1833	MF	0016740	transferase activity	2.3253257574958264	0.526115753636	4
fig|657315.3.peg.1833	BP	0044237	cellular metabolic process	0.6835287393020278	0.424745257099	4
fig|657315.3.peg.1833	MF	0003824	catalytic activity	0.6313343777877459	0.42007091462	5
fig|657315.3.peg.1833	BP	0009987	cellular process	0.49114528421112497	0.406458713007	5
fig|657315.3.peg.1833	BP	0008152	metabolic process	0.37395885920117994	0.393492959107	6
fig|657315.3.peg.1834|ROI_07410	MF	0016772	transferase activity, transferring phosphorus-containing groups	3.095597579282586	0.560169386792	1
fig|657315.3.peg.1834|ROI_07410	BP	0016310	phosphorylation	1.5940425180831361	0.488022835922	1
fig|657315.3.peg.1834|ROI_07410	MF	0016779	nucleotidyltransferase activity	2.6700934470793722	0.541962906811	2
fig|657315.3.peg.1834|ROI_07410	BP	0006796	phosphate-containing compound metabolic process	1.2804418568359832	0.469003398886	2
fig|657315.3.peg.1834|ROI_07410	MF	0016740	transferase activity	2.325643716319729	0.526130891018	3
fig|657315.3.peg.1834|ROI_07410	BP	0006793	phosphorus metabolic process	1.2685882996232152	0.468241119797	3
fig|657315.3.peg.1834|ROI_07410	MF	0016301	kinase activity	1.9676905319490587	0.508378418574	4
fig|657315.3.peg.1834|ROI_07410	BP	0044237	cellular metabolic process	0.4196177174431313	0.398757520282	4
fig|657315.3.peg.1834|ROI_07410	MF	0003824	catalytic activity	0.6314207047617639	0.420078802106	5
fig|657315.3.peg.1834|ROI_07410	BP	0009987	cellular process	0.30151367637310816	0.384429698981	5
fig|657315.3.peg.1834|ROI_07410	BP	0008152	metabolic process	0.234523628228763	0.375016932775	6
fig|657315.3.peg.1834|ROI_07410	MF	0003983	UTP:glucose-1-phosphate uridylyltransferase activity	0.11370483642580605	0.353661654532	6
fig|657315.3.peg.1834|ROI_07410	MF	0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity	0.11358832813946908	0.353636563689	7
fig|657315.3.peg.1834|ROI_07410	BP	0009058	biosynthetic process	0.07442554988893009	0.344312079538	7
fig|657315.3.peg.1834|ROI_07410	MF	0070569	uridylyltransferase activity	0.09714640829919563	0.349956398576	8
fig|657315.3.peg.1835|ROI_07420	BP	0071705	nitrogen compound transport	1.8738991222316654	0.503464911768	1
fig|657315.3.peg.1835|ROI_07420	MF	0022857	transmembrane transporter activity	1.3974356905985088	0.47634554338	1
fig|657315.3.peg.1835|ROI_07420	CC	0005886	plasma membrane	1.1424236544777866	0.459895887846	1
fig|657315.3.peg.1835|ROI_07420	MF	0005215	transporter activity	1.3443443455971202	0.473053395012	2
fig|657315.3.peg.1835|ROI_07420	BP	0055085	transmembrane transport	1.1541656422725124	0.460691411311	2
fig|657315.3.peg.1835|ROI_07420	CC	0071944	cell periphery	1.0875281443189049	0.456121264583	2
fig|657315.3.peg.1835|ROI_07420	BP	0006810	transport	0.985201212331868	0.448821603404	3
fig|657315.3.peg.1835|ROI_07420	CC	0044464	cell part	0.3386257152671769	0.38919413885	3
fig|657315.3.peg.1835|ROI_07420	BP	0051234	establishment of localization	0.9829237852405781	0.448654928645	4
fig|657315.3.peg.1835|ROI_07420	CC	0005623	cell	0.3238066998649996	0.387324630744	4
fig|657315.3.peg.1835|ROI_07420	BP	0051179	localization	0.9663710784655304	0.447437661821	5
fig|657315.3.peg.1835|ROI_07420	CC	0016021	integral component of membrane	0.3035807540685184	0.384702532343	5
fig|657315.3.peg.1835|ROI_07420	CC	0031224	intrinsic component of membrane	0.30286673454192886	0.384608394296	6
fig|657315.3.peg.1835|ROI_07420	CC	0044425	membrane part	0.2931643276788251	0.383318033854	7
fig|657315.3.peg.1835|ROI_07420	CC	0016020	membrane	0.27573063513257784	0.38094460643	8
fig|657315.3.peg.1836|ROI_07430	MF	0016740	transferase activity	2.3250759129416076	0.526103858312	1
fig|657315.3.peg.1836|ROI_07430	MF	0003824	catalytic activity	0.6312665440850171	0.420064716441	2
fig|657315.3.peg.1837|ROI_07440	MF	0016740	transferase activity	2.3245413607629026	0.526078405656	1
fig|657315.3.peg.1837|ROI_07440	MF	0003824	catalytic activity	0.6311214112295238	0.420051454078	2
fig|657315.3.peg.1838|ROI_07450	CC	0009420	bacterial-type flagellum filament	10.362339436822698	0.77210733503	1
fig|657315.3.peg.1838|ROI_07450	BP	0071973	bacterial-type flagellum-dependent cell motility	8.01765649838958	0.715840575305	1
fig|657315.3.peg.1838|ROI_07450	MF	0005198	structural molecule activity	3.7600182229836223	0.586253928397	1
fig|657315.3.peg.1838|ROI_07450	BP	0097588	archaeal or bacterial-type flagellum-dependent cell motility	7.991547439459376	0.715170601052	2
fig|657315.3.peg.1838|ROI_07450	CC	0044461	bacterial-type flagellum part	7.599604203256056	0.704978352402	2
fig|657315.3.peg.1838|ROI_07450	BP	0001539	cilium or flagellum-dependent cell motility	7.974273464979375	0.714726738681	3
fig|657315.3.peg.1838|ROI_07450	CC	0009288	bacterial-type flagellum	7.40506832759406	0.699821945421	3
fig|657315.3.peg.1838|ROI_07450	BP	0048870	cell motility	7.7269627025242915	0.708318463076	4
fig|657315.3.peg.1838|ROI_07450	CC	0044463	cell projection part	7.288164616084984	0.696690645459	4
fig|657315.3.peg.1838|ROI_07450	BP	0051674	localization of cell	7.726642251304441	0.708310093593	5
fig|657315.3.peg.1838|ROI_07450	CC	0042995	cell projection	6.7734412691845245	0.682595135211	5
fig|657315.3.peg.1838|ROI_07450	BP	0006928	movement of cell or subcellular component	7.31344454117773	0.697369891639	6
fig|657315.3.peg.1838|ROI_07450	CC	0005576	extracellular region	5.61888516738099	0.648884806084	6
fig|657315.3.peg.1838|ROI_07450	BP	0040011	locomotion	6.404327944347219	0.672154353932	7
fig|657315.3.peg.1838|ROI_07450	CC	0044422	organelle part	3.3587599170744418	0.570806876428	7
fig|657315.3.peg.1838|ROI_07450	CC	0043228	non-membrane-bounded organelle	2.917912565071843	0.552729166281	8
fig|657315.3.peg.1838|ROI_07450	BP	0051179	localization	2.432364544844567	0.531154496519	8
fig|657315.3.peg.1838|ROI_07450	CC	0043226	organelle	2.0567799936378104	0.51293826468	9
fig|657315.3.peg.1838|ROI_07450	BP	0009987	cellular process	0.6651340348368165	0.423118948914	9
fig|657315.3.peg.1838|ROI_07450	CC	0044464	cell part	0.9281789827486429	0.444588650792	10
fig|657315.3.peg.1838|ROI_07450	CC	0005623	cell	0.8875598034566129	0.441493489753	11
fig|657315.3.peg.1838|ROI_07450	CC	0055040	periplasmic flagellum	0.8053630586133127	0.435005416538	12
fig|657315.3.peg.1838|ROI_07450	CC	0042597	periplasmic space	0.38107221522705204	0.394333480109	13
fig|657315.3.peg.1838|ROI_07450	CC	0031514	motile cilium	0.23388729071037195	0.374921471827	14
fig|657315.3.peg.1838|ROI_07450	CC	0005929	cilium	0.20093488429694045	0.369787004871	15
fig|657315.3.peg.1838|ROI_07450	CC	0120025	plasma membrane bounded cell projection	0.1802277930893929	0.36634211037	16
fig|657315.3.peg.1839|ROI_07460	MF	0016740	transferase activity	2.3249340079939365	0.526097101806	1
