gene	ontology	GO_id	GO_name
fig|999419.3.peg.3|HMPREF1077_00005	MF	GO:0030246	carbohydrate binding
fig|999419.3.peg.3|HMPREF1077_00005	BP	GO:0006517	protein deglycosylation
fig|999419.3.peg.3|HMPREF1077_00005	CC	GO:0005829	cytosol
fig|999419.3.peg.5|HMPREF1077_00007	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.6|HMPREF1077_00008	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.8|HMPREF1077_00010	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.8|HMPREF1077_00010	BP	GO:0006508	proteolysis
fig|999419.3.peg.8|HMPREF1077_00010	CC	GO:0005737	cytoplasm
fig|999419.3.peg.9|HMPREF1077_00011	MF	GO:0016987	sigma factor activity
fig|999419.3.peg.9|HMPREF1077_00011	BP	GO:2000142	regulation of DNA-templated transcription, initiation
fig|999419.3.peg.10|HMPREF1077_00013	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.11|HMPREF1077_00014	CC	GO:0009279	cell outer membrane
fig|999419.3.peg.12|HMPREF1077_00015	BP	GO:0007218	neuropeptide signaling pathway
fig|999419.3.peg.14|HMPREF1077_00017	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.14|HMPREF1077_00017	BP	GO:0006508	proteolysis
fig|999419.3.peg.14|HMPREF1077_00017	CC	GO:0005737	cytoplasm
fig|999419.3.peg.15|HMPREF1077_00018	MF	GO:0003676	nucleic acid binding
fig|999419.3.peg.15|HMPREF1077_00018	BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis
fig|999419.3.peg.15|HMPREF1077_00018	CC	GO:0005829	cytosol
fig|999419.3.peg.16|HMPREF1077_00019	MF	GO:0015293	symporter activity
fig|999419.3.peg.16|HMPREF1077_00019	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.16|HMPREF1077_00019	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.17|HMPREF1077_00020	MF	GO:0015297	antiporter activity
fig|999419.3.peg.17|HMPREF1077_00020	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.17|HMPREF1077_00020	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.18|HMPREF1077_00021	MF	GO:0036055	protein-succinyllysine desuccinylase activity
fig|999419.3.peg.18|HMPREF1077_00021	BP	GO:0036047	peptidyl-lysine demalonylation
fig|999419.3.peg.18|HMPREF1077_00021	CC	GO:0005737	cytoplasm
fig|999419.3.peg.19|HMPREF1077_00022	MF	GO:0003824	catalytic activity
fig|999419.3.peg.20|HMPREF1077_00023	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.21|HMPREF1077_00025	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.21|HMPREF1077_00025	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.22|HMPREF1077_00026	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	CC	GO:0016020	membrane
fig|999419.3.peg.23|HMPREF1077_00027	MF	GO:0043565	sequence-specific DNA binding
fig|999419.3.peg.23|HMPREF1077_00027	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.24|HMPREF1077_00028	MF	GO:0004252	serine-type endopeptidase activity
fig|999419.3.peg.24|HMPREF1077_00028	BP	GO:0006508	proteolysis
fig|999419.3.peg.24|HMPREF1077_00028	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.25|HMPREF1077_00029	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.25|HMPREF1077_00029	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.25|HMPREF1077_00029	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.26|HMPREF1077_00030	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.26|HMPREF1077_00030	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.26|HMPREF1077_00030	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.27|HMPREF1077_00031	MF	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
fig|999419.3.peg.27|HMPREF1077_00031	BP	GO:0016114	terpenoid biosynthetic process
fig|999419.3.peg.28|HMPREF1077_00032	MF	GO:0004003	ATP-dependent DNA helicase activity
fig|999419.3.peg.28|HMPREF1077_00032	BP	GO:0032508	DNA duplex unwinding
fig|999419.3.peg.29|HMPREF1077_00033	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.29|HMPREF1077_00033	BP	GO:0006508	proteolysis
fig|999419.3.peg.31|HMPREF1077_00035	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.31|HMPREF1077_00035	MF	GO:0016853	isomerase activity
fig|999419.3.peg.31|HMPREF1077_00035	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	MF	GO:0004807	triose-phosphate isomerase activity
fig|999419.3.peg.32|HMPREF1077_00036	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	CC	GO:0005737	cytoplasm
fig|999419.3.peg.33|HMPREF1077_00037	MF	GO:0042834	peptidoglycan binding
fig|999419.3.peg.33|HMPREF1077_00037	BP	GO:0051301	cell division
fig|999419.3.peg.34|HMPREF1077_00038	MF	GO:0003934	GTP cyclohydrolase I activity
fig|999419.3.peg.553	MF	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters	0.3797406769239597	0.394176744919	15
fig|999419.3.peg.1265|HMPREF1077_01238	MF	0030246	carbohydrate binding	6.975121715917848	0.688179817124	1
fig|999419.3.peg.1265|HMPREF1077_01238	BP	0015891	siderophore transport	3.372583253182075	0.571353909835	1
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0009279	cell outer membrane	2.2373772470105275	0.521888199481	1
fig|999419.3.peg.1265|HMPREF1077_01238	BP	0015688	iron chelate transport	3.372583253182075	0.571353909835	2
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0044462	external encapsulating structure part	2.236624298374962	0.521851651036	2
fig|999419.3.peg.1265|HMPREF1077_01238	MF	0005488	binding	0.8075209578368079	0.435179870689	2
fig|999419.3.peg.1265|HMPREF1077_01238	BP	1901678	iron coordination entity transport	3.054358745051363	0.558462029461	3
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0030312	external encapsulating structure	2.1645955096425435	0.51832643496	3
fig|999419.3.peg.1265|HMPREF1077_01238	BP	0051181	cofactor transport	2.8383636118683255	0.54932488337	4
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0030313	cell envelope	2.1149348248349775	0.515861680968	4
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0019867	outer membrane	2.0817653965751797	0.514199267604	5
fig|999419.3.peg.1265|HMPREF1077_01238	BP	0006810	transport	0.8445929421420325	0.438141323371	5
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0031975	envelope	1.448646140399989	0.479462308648	6
fig|999419.3.peg.1265|HMPREF1077_01238	BP	0051234	establishment of localization	0.8426405502616025	0.437987000217	6
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0071944	cell periphery	1.015289908931372	0.451005836389	7
fig|999419.3.peg.1265|HMPREF1077_01238	BP	0051179	localization	0.8284502517311512	0.436859940206	7
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0016021	integral component of membrane	0.3240878789387167	0.387360496703	8
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0031224	intrinsic component of membrane	0.32332562681702587	0.387263231061	9
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0044464	cell part	0.3161327579533579	0.386339693662	10
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0044425	membrane part	0.3129678145422924	0.385930000324	11
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0005623	cell	0.30229808445389467	0.384533342699	12
fig|999419.3.peg.1265|HMPREF1077_01238	CC	0016020	membrane	0.2703002951229541	0.380190078382	13
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0016987	sigma factor activity	3.8178902773413625	0.588412413251	1
fig|999419.3.peg.1266|HMPREF1077_01239	BP	2000142	regulation of DNA-templated transcription, initiation	3.700097962945559	0.584001473961	1
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0043254	regulation of protein complex assembly	3.6108652479299623	0.580613059598	2
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0003700	DNA-binding transcription factor activity	2.331587028821722	0.526413649991	2
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0006352	DNA-templated transcription, initiation	3.560107324168523	0.578666941655	3
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0140110	transcription regulator activity	2.3059792964053676	0.525192752138	3
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0044087	regulation of cellular component biogenesis	3.481234387855051	0.57561512296	4
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0003677	DNA binding	1.542129373845395	0.485012992527	4
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0051128	regulation of cellular component organization	2.876432789885099	0.550959918717	5
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0003676	nucleic acid binding	1.0561258307285162	0.453919111156	5
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0006351	transcription, DNA-templated	2.846406841766161	0.549671241784	6
fig|999419.3.peg.1266|HMPREF1077_01239	MF	1901363	heterocyclic compound binding	0.6135285347489731	0.418432346495	6
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0097659	nucleic acid-templated transcription	2.783408366686343	0.546945144288	7
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0097159	organic cyclic compound binding	0.6133752371758093	0.418418136902	7
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0032774	RNA biosynthetic process	2.7145493206675986	0.543929914328	8
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0005488	binding	0.42888139261722774	0.399790081269	8
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0034654	nucleobase-containing compound biosynthetic process	1.852243804482929	0.502313082107	9
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0003899	DNA-directed 5-3 RNA polymerase activity	0.03770232501532811	0.332893609673	9
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0016070	RNA metabolic process	1.8309508154940024	0.501173940463	10
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0034062	5-3 RNA polymerase activity	0.03381603724801831	0.331401027432	10
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0006355	regulation of transcription, DNA-templated	1.7897233271552024	0.49894934619	11
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0097747	RNA polymerase activity	0.03381596346421457	0.331400998303	11
fig|999419.3.peg.1266|HMPREF1077_01239	BP	1903506	regulation of nucleic acid-templated transcription	1.7865791693373578	0.498778644086	12
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0016779	nucleotidyltransferase activity	0.025561061701146547	0.327914325023	12
fig|999419.3.peg.1266|HMPREF1077_01239	BP	2001141	regulation of RNA biosynthetic process	1.7653646543354498	0.497622921453	13
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0140098	catalytic activity, acting on RNA	0.022992597808645997	0.3267171265	13
fig|999419.3.peg.1266|HMPREF1077_01239	BP	2000112	regulation of cellular macromolecule biosynthetic process	1.756269181908304	0.49712529307	14
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0016772	transferase activity, transferring phosphorus-containing groups	0.01772284617604832	0.324030066602	14
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0051252	regulation of RNA metabolic process	1.7550642385432231	0.49705927205	15
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0016740	transferase activity	0.011354385672480613	0.320172070557	15
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0019219	regulation of nucleobase-containing compound metabolic process	1.7426569998816708	0.496378134472	16
fig|999419.3.peg.1266|HMPREF1077_01239	MF	0003824	catalytic activity	0.0030827568957122824	0.312761878624	16
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0010556	regulation of macromolecule biosynthetic process	1.7326626474893445	0.495827695281	17
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0031326	regulation of cellular biosynthetic process	1.7307503532069362	0.495722194854	18
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0009889	regulation of biosynthetic process	1.729878795041318	0.495674092041	19
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0051171	regulation of nitrogen compound metabolic process	1.6883942619608405	0.493370304396	20
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0010468	regulation of gene expression	1.6873968051337107	0.493314565552	21
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0080090	regulation of primary metabolic process	1.6850580427119417	0.493183808633	22
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0031323	regulation of cellular metabolic process	1.6734506271926688	0.492533507424	23
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0060255	regulation of macromolecule metabolic process	1.6461158042548873	0.490993116743	24
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0019438	aromatic compound biosynthetic process	1.6459666098649848	0.490984674288	25
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0019222	regulation of metabolic process	1.6266573317623212	0.489888772856	26
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0018130	heterocycle biosynthetic process	1.616286086013937	0.489297465321	27
fig|999419.3.peg.1266|HMPREF1077_01239	BP	1901362	organic cyclic compound biosynthetic process	1.5859781871838956	0.487558528813	28
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0090304	nucleic acid metabolic process	1.4062430000710275	0.476885590048	29
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0034645	cellular macromolecule biosynthetic process	1.3774119582210962	0.475111359397	30
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0010467	gene expression	1.3696229522487493	0.474628854193	31
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0009059	macromolecule biosynthetic process	1.3604958550912463	0.474061709169	32
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0050794	regulation of cellular process	1.334619709732725	0.472443377589	33
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0050789	regulation of biological process	1.2961441642063543	0.470007771323	34
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0065007	biological regulation	1.2405374083693912	0.466422910567	35
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0044271	cellular nitrogen compound biosynthetic process	1.181021485270817	0.462495827622	36
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0006139	nucleobase-containing compound metabolic process	1.0861889973138372	0.45602800824	37
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0006725	cellular aromatic compound metabolic process	0.9879226044938226	0.449020517555	38
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0046483	heterocycle metabolic process	0.9864265174299836	0.448911198331	39
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0044260	cellular macromolecule metabolic process	0.9823212096116523	0.44861079652	40
fig|999419.3.peg.1266|HMPREF1077_01239	BP	1901360	organic cyclic compound metabolic process	0.96904074162865	0.447634686894	41
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0044249	cellular biosynthetic process	0.9468374282807763	0.445987690101	42
fig|999419.3.peg.1266|HMPREF1077_01239	BP	1901576	organic substance biosynthetic process	0.9322080537629174	0.444891938733	43
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0009058	biosynthetic process	0.9028719760928805	0.442668423876	44
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0034641	cellular nitrogen compound metabolic process	0.7874674380060345	0.433549553721	45
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0043170	macromolecule metabolic process	0.7839812086873978	0.43326401978	46
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0006807	nitrogen compound metabolic process	0.5359090881411114	0.410994838735	47
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0044238	primary metabolic process	0.485321224796001	0.405853580239	48
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0044237	cellular metabolic process	0.4608084701587405	0.403265934322	49
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0071704	organic substance metabolic process	0.4231528481327218	0.399152889968	50
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0009987	cellular process	0.3311110331280504	0.388251344429	51
fig|999419.3.peg.1266|HMPREF1077_01239	BP	0008152	metabolic process	0.25210850678607644	0.377605512363	52
fig|999419.3.peg.1267|HMPREF1077_01240	CC	0016021	integral component of membrane	0.8321065813939017	0.437151260242	1
fig|999419.3.peg.1267|HMPREF1077_01240	CC	0031224	intrinsic component of membrane	0.8301494733119289	0.43699540639	2
fig|999419.3.peg.1267|HMPREF1077_01240	CC	0044425	membrane part	0.8035554402648675	0.434859100678	3
fig|999419.3.peg.1267|HMPREF1077_01240	CC	0016020	membrane	0.6940051422504913	0.425661721938	4
fig|999419.3.peg.1268|HMPREF1077_01241	CC	0019867	outer membrane	6.103252300521323	0.66341313383	1
fig|999419.3.peg.1268|HMPREF1077_01241	CC	0016020	membrane	0.6930061196073359	0.425574628189	2
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0009279	cell outer membrane	6.211156912196084	0.666570238658	1
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0004190	aspartic-type endopeptidase activity	0.07542995845928699	0.344578475791	1
fig|999419.3.peg.1269|HMPREF1077_01242	BP	0006508	proteolysis	0.04357746903439958	0.335010815277	1
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0044462	external encapsulating structure part	6.209066660259998	0.666509343109	2
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0070001	aspartic-type peptidase activity	0.07542871230588463	0.34457814638	2
fig|999419.3.peg.1269|HMPREF1077_01242	BP	0019538	protein metabolic process	0.02342149525341669	0.326921528329	2
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0019867	outer membrane	6.051518270148529	0.661889587965	3
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0004175	endopeptidase activity	0.056844254286769536	0.339318632077	3
fig|999419.3.peg.1269|HMPREF1077_01242	BP	0043170	macromolecule metabolic process	0.01568492455386485	0.322884770875	3
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0030312	external encapsulating structure	6.009108378924007	0.660635769932	4
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0070011	peptidase activity, acting on L-amino acid peptides	0.04864948432770944	0.336726224006	4
fig|999419.3.peg.1269|HMPREF1077_01242	BP	1901564	organonitrogen compound metabolic process	0.015332725572761162	0.322679445669	4
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0030313	cell envelope	5.871245930327535	0.65652909601	5
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0008233	peptidase activity	0.04653616734534263	0.336022897018	5
fig|999419.3.peg.1269|HMPREF1077_01242	BP	0006807	nitrogen compound metabolic process	0.010721804964301765	0.319734900829	5
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0031975	envelope	4.021569675071087	0.595881926504	6
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0140096	catalytic activity, acting on a protein	0.03696398207017654	0.332616180121	6
fig|999419.3.peg.1269|HMPREF1077_01242	BP	0044238	primary metabolic process	0.009709705680394483	0.319007694197	6
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0071944	cell periphery	2.8185344890621176	0.548468897471	7
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0016787	hydrolase activity	0.022411380305019917	0.32643706575	7
fig|999419.3.peg.1269|HMPREF1077_01242	BP	0071704	organic substance metabolic process	0.0084659178359991	0.318059913337	7
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0044464	cell part	0.8776124667206697	0.440724772525	8
fig|999419.3.peg.1269|HMPREF1077_01242	MF	0003824	catalytic activity	0.006288541680134047	0.316214407314	8
fig|999419.3.peg.1269|HMPREF1077_01242	BP	0008152	metabolic process	0.005043874603764718	0.315012138965	8
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0005623	cell	0.8392061907790593	0.437715103234	9
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0016021	integral component of membrane	0.8030466691026763	0.434817889034	10
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0031224	intrinsic component of membrane	0.801157909704007	0.434664780832	11
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0044425	membrane part	0.7754926281956283	0.432566110052	12
fig|999419.3.peg.1269|HMPREF1077_01242	CC	0016020	membrane	0.6871318745532301	0.425061242917	13
fig|999419.3.peg.1271|HMPREF1077_01244	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	6.281739678882825	0.668620553032	1
fig|999419.3.peg.1271|HMPREF1077_01244	BP	0005975	carbohydrate metabolic process	4.246088292190781	0.60389968133	1
fig|999419.3.peg.1271|HMPREF1077_01244	MF	0016798	hydrolase activity, acting on glycosyl bonds	5.9792988545076025	0.659751822868	2
fig|999419.3.peg.1271|HMPREF1077_01244	BP	0044238	primary metabolic process	0.97445316110045	0.448033300296	2
fig|999419.3.peg.1271|HMPREF1077_01244	MF	0016787	hydrolase activity	2.24917635010784	0.522460131696	3
fig|999419.3.peg.1271|HMPREF1077_01244	BP	0071704	organic substance metabolic process	0.849628265619153	0.438538509814	3
fig|999419.3.peg.1271|HMPREF1077_01244	MF	0003824	catalytic activity	0.6311096876285126	0.420050382698	4
fig|999419.3.peg.1271|HMPREF1077_01244	BP	0008152	metabolic process	0.5061965535945188	0.408006157548	4
fig|999419.3.peg.1272|HMPREF1077_01245	CC	0016021	integral component of membrane	0.8321102372994734	0.437151551208	1
fig|999419.3.peg.1272|HMPREF1077_01245	CC	0031224	intrinsic component of membrane	0.8301531206188398	0.436995697013	2
fig|999419.3.peg.1272|HMPREF1077_01245	CC	0044425	membrane part	0.8035589707294463	0.434859386608	3
fig|999419.3.peg.1272|HMPREF1077_01245	CC	0016020	membrane	0.6940081913998708	0.425661987664	4
fig|999419.3.peg.1273|HMPREF1077_01246	MF	0016787	hydrolase activity	2.227048865965861	0.521386317803	1
fig|999419.3.peg.1273|HMPREF1077_01246	CC	0016021	integral component of membrane	0.019190633608294733	0.324814594105	1
fig|999419.3.peg.1273|HMPREF1077_01246	BP	0008152	metabolic process	0.01830108919074434	0.324342876456	1
fig|999419.3.peg.1273|HMPREF1077_01246	MF	0003824	catalytic activity	0.6249008060509611	0.41948156947	2
fig|999419.3.peg.1273|HMPREF1077_01246	CC	0031224	intrinsic component of membrane	0.019145497390203464	0.324790925496	2
fig|999419.3.peg.1273|HMPREF1077_01246	MF	0008477	purine nucleosidase activity	0.454156458140317	0.402551922685	3
fig|999419.3.peg.1273|HMPREF1077_01246	CC	0044425	membrane part	0.01853216689170156	0.324466497309	3
fig|999419.3.peg.1273|HMPREF1077_01246	MF	0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	0.3162060470784446	0.386349156388	4
fig|999419.3.peg.1273|HMPREF1077_01246	CC	0016020	membrane	0.016005640028578256	0.323069745479	4
fig|999419.3.peg.1273|HMPREF1077_01246	MF	0016798	hydrolase activity, acting on glycosyl bonds	0.21617626761266834	0.372210391031	5
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0030246	carbohydrate binding	7.4417173364126645	0.700798503244	1
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0000023	maltose metabolic process	0.8107739725444263	0.435442418878	1
fig|999419.3.peg.1274|HMPREF1077_01247	CC	0016021	integral component of membrane	0.0412296196669978	0.334182973402	1
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0005488	binding	0.8615394764706228	0.439473407036	2
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0005984	disaccharide metabolic process	0.5304587182078833	0.410452930807	2
fig|999419.3.peg.1274|HMPREF1077_01247	CC	0031224	intrinsic component of membrane	0.04113264792843544	0.334148281131	2
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0032450	maltose alpha-glucosidase activity	0.8264700073274176	0.436701894772	3
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0009311	oligosaccharide metabolic process	0.43192947911624563	0.40012738855	3
fig|999419.3.peg.1274|HMPREF1077_01247	CC	0044425	membrane part	0.03981495390646872	0.333672750401	3
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0004558	alpha-1,4-glucosidase activity	0.7955333423928839	0.434207765323	4
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0044262	cellular carbohydrate metabolic process	0.34143094078434694	0.389543397986	4
fig|999419.3.peg.1274|HMPREF1077_01247	CC	0016020	membrane	0.03438690271382844	0.331625460913	4
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0090599	alpha-glucosidase activity	0.6934517639401995	0.425613486747	5
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0005975	carbohydrate metabolic process	0.22970965052938486	0.37429150631	5
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0003824	catalytic activity	0.6314095415402451	0.42007778218	6
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0044238	primary metabolic process	0.05271706090175227	0.338038204866	6
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0015926	glucosidase activity	0.5705721040495174	0.414378596328	7
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0044237	cellular metabolic process	0.050054411272889746	0.337185368322	7
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0016787	hydrolase activity	0.5266075469709584	0.410068344284	8
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0071704	organic substance metabolic process	0.04596414359404797	0.335829790843	8
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	0.4613097224870962	0.403319528145	9
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0008152	metabolic process	0.03717336336741371	0.332695133627	9
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0016798	hydrolase activity, acting on glycosyl bonds	0.43909949094402234	0.40091617396	10
fig|999419.3.peg.1274|HMPREF1077_01247	BP	0009987	cellular process	0.03596628296236298	0.332236858614	10
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0052692	raffinose alpha-galactosidase activity	0.23560415005015845	0.375178732393	11
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0004557	alpha-galactosidase activity	0.22855266359020623	0.374116028038	12
fig|999419.3.peg.1274|HMPREF1077_01247	MF	0015925	galactosidase activity	0.19675053995250272	0.369105741234	13
fig|999419.3.peg.1275|HMPREF1077_01248	MF	0016787	hydrolase activity	2.014783889656872	0.510801356951	1
fig|999419.3.peg.1275|HMPREF1077_01248	BP	0005975	carbohydrate metabolic process	1.1061524796122881	0.457412334059	1
fig|999419.3.peg.1275|HMPREF1077_01248	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	1.6364619489553769	0.490446043641	2
fig|999419.3.peg.1275|HMPREF1077_01248	BP	0044238	primary metabolic process	0.25385571524730416	0.37785770772	2
fig|999419.3.peg.1275|HMPREF1077_01248	MF	0016798	hydrolase activity, acting on glycosyl bonds	1.55767280355915	0.485919419556	3
fig|999419.3.peg.1275|HMPREF1077_01248	BP	0071704	organic substance metabolic process	0.22133746358778889	0.37301154074	3
fig|999419.3.peg.1275|HMPREF1077_01248	MF	0003824	catalytic activity	0.6313615050950773	0.420073393234	4
fig|999419.3.peg.1275|HMPREF1077_01248	BP	0008152	metabolic process	0.1318697432551205	0.357427744801	4
fig|999419.3.peg.1276|HMPREF1077_01249	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	6.280949599023177	0.668597666431	1
fig|999419.3.peg.1276|HMPREF1077_01249	BP	0005975	carbohydrate metabolic process	4.245554244456645	0.60388086496	1
fig|999419.3.peg.1276|HMPREF1077_01249	MF	0016798	hydrolase activity, acting on glycosyl bonds	5.978546813856248	0.659729494012	2
